"","X","customer_no","Contribution_cont_amt","Contribution_campaign_name","Contribution_cont_dt","Constituency_1","Constituency_2","Constituency_3","Constituency_4","Constituency_5","Constituency_6","Address_postal_code","cont_yr","cont_month","clean_zips","lat","long"
"174",174,183516,30,"CLd06 Annual Fund","4/29/2014 0:00",NA,NA,NA,NA,NA,NA,"15010-1056",2017,1,16101,40.992023,-80.32747
"175",175,333055,5270,"CLd04 Academy Fund","4/20/2015 0:00",NA,NA,NA,NA,NA,NA,"15146-5040",2016,7,15044,40.631011,-79.95766
"176",176,3806464,50,"CLd15 Annual Fund","11/29/2011 0:00",NA,NA,NA,NA,NA,NA,"15237-1075",2016,4,16057,41.047157,-80.05506
"177",177,3339781,50,"CLd16 Annual Fund","8/24/2015 0:00","opT","ptT",NA,NA,NA,NA,"15090-7708",2014,3,15143,40.561091,-80.15554
"178",178,167449,100,"CLd06 Annual Fund","8/31/2012 0:00",NA,"ptS",NA,NA,NA,NA,"15102-2267",2015,12,15642,40.325902,-79.71324
"179",179,3142079,25,"CLd16 Annual Fund","6/12/2012 0:00","poS",NA,NA,NA,NA,NA,"15237-4555",2012,4,16830,41.026239,-78.43838
"180",180,3583931,25,"CLd06 Annual Fund","10/19/2011 0:00",NA,NA,NA,NA,NA,NA,"15122-4007",2008,4,15235,40.459518,-79.83277
"181",181,3924230,50,"CLd10 Annual Fund","6/19/2013 0:00","ptT",NA,NA,NA,NA,NA,"15642-1589",2013,4,15668,40.451664,-79.67948
"182",182,15457,25,"CLd11 Annual Fund","3/7/2016 0:00","bwS",NA,NA,NA,NA,NA,"15009-1901",2013,7,43952,40.371185,-80.63426
"183",183,566310,50,"CLd07 Academy Fund","4/19/2016 0:00","clS",NA,NA,NA,NA,NA,"15668-9437",2016,8,15101,40.570915,-79.96033
"184",184,3517133,25,"CLd14 Annual Fund","3/9/2015 0:00","poS",NA,NA,NA,NA,NA,"15065-9723",2016,6,15241,40.329619,-80.07364
"185",185,3201454,5000,"CLd10 Annual Fund","7/17/2008 0:00","ptT",NA,NA,NA,NA,NA,"15205-4307",2010,7,15241,40.329619,-80.07364
"186",186,274817,25,"CLd12 Annual Fund","3/5/2015 0:00","bwS",NA,NA,NA,NA,NA,"15010-1613",2011,3,15147,40.498218,-79.83426
"187",187,3042750,50,"CLd16 Annual Fund","11/3/2014 0:00",NA,NA,NA,NA,NA,NA,"15222",2016,9,15222,40.447036,-79.99313
"188",188,3192874,25,"CLd03 Annual Fund","6/2/2010 0:00","x$x",NA,NA,NA,"ptS",NA,"16056-9134",2011,7,15236,40.342869,-79.97929
"189",189,4047262,400,"CLd08 Annual Fund","8/24/2007 0:00",NA,"ptT",NA,NA,NA,NA,"15825-3753",2014,4,15243,40.372669,-80.0712
"190",190,3706203,50,"CLd16 Annual Fund","7/2/2015 0:00",NA,NA,"ptS",NA,NA,NA,"15601-1047",2015,9,15236,40.342869,-79.97929
"191",191,121450,50,"CLd11 Annual Fund","6/20/2016 0:00",NA,"clS",NA,NA,NA,NA,"15931-1034",2011,8,15217,40.430919,-79.92569
"192",192,86250,50,"CLd12 Annual Fund","9/10/2010 0:00","bwS",NA,NA,NA,NA,NA,"15905-2312",2011,12,15134,40.434436,-80.024817
"193",193,142688,850,"CLd16 Annual Fund","7/12/2012 0:00",NA,NA,NA,NA,NA,NA,"43964-1621",2015,7,15332,40.250299,-79.99436
"194",194,181615,250,"CLd14 Annual Fund","12/6/2015 0:00",NA,NA,NA,NA,NA,NA,"44512-5858",2015,12,15650,40.299646,-79.38845
"195",195,56716,10,"CLd16 Annual Fund","3/4/2014 0:00",NA,NA,NA,NA,NA,NA,"15074-2716",2010,7,15668,40.451664,-79.67948
"196",196,542301,60,"CLd02 Annual Fund","7/21/2016 0:00",NA,NA,NA,NA,NA,NA,"15217-1340",2015,5,15239,40.482655,-79.74278
"197",197,252309,500,"CLd15 Annual Fund","12/4/1998 0:00",NA,NA,NA,NA,NA,NA,"15232-1603",2014,5,16002,40.818663,-79.86119
"198",198,589418,50,"CLd13 Annual Fund","8/18/2015 0:00",NA,"ptT",NA,NA,NA,NA,"15205-2238",2016,6,15222,40.447036,-79.99313
"199",199,206405,25,"CLd11 Annual Fund","12/11/2012 0:00","ptT",NA,NA,"opT",NA,NA,"15668-9440",2015,11,15026,40.508376,-80.35953
"200",200,3841657,75,"CLd09 Annual Fund","9/27/2016 0:00",NA,NA,NA,NA,NA,NA,"15235-2241",1999,5,15474,39.74419,-79.90126
"201",201,149907,25,"CLd13 Annual Fund","6/22/2009 0:00","bwS",NA,NA,NA,NA,NA,"15301-3937",2016,12,15106,40.404119,-80.09014
"202",202,3601594,100,"CLd12 Taste for Talent","11/30/2015 0:00","bwS","clS",NA,NA,NA,NA,"15212-5504",2009,8,15143,40.561091,-80.15554
"203",203,4067633,100,"CLd14 Annual Fund","9/22/2015 0:00",NA,NA,NA,NA,NA,NA,"16063-2703",2016,4,15301,40.170663,-80.25185
"204",204,3346418,300,"CLd13 Annual Fund","8/13/2015 0:00","clS","clS",NA,NA,NA,NA,"15237-1608",2006,12,15021,40.383884,-80.41364
"205",205,169630,25,"CLd13 Annual Fund","5/22/2014 0:00",NA,NA,NA,NA,NA,NA,"15108-2329",2005,1,15238,40.518701,-79.86744
"206",206,3200539,10000,"CLd00 Annual Fund","7/21/2006 0:00","clS","ptS",NA,NA,NA,NA,"15642-3377",2015,1,15317,40.26819,-80.16222
"207",207,314539,25,"CLd16 Annual Fund","8/11/2011 0:00","clS",NA,NA,NA,NA,NA,"15221-3225",2006,3,16046,40.695658,-80.03359
"208",208,289110,1080,"CLd12 Taste for Talent","4/13/2016 0:00","ptT",NA,NA,NA,NA,NA,"15143-9461",2013,4,15137,40.380219,-79.81017
"209",209,230653,50.4,"CLd13 Annual Fund","8/19/2011 0:00",NA,NA,NA,NA,NA,NA,"15146-1616",2002,9,16142,41.135063,-80.33492
"210",210,4004280,20,"CLd13 Annual Fund","11/16/2010 0:00",NA,"clS",NA,NA,NA,NA,"15774-7627",2014,7,15237,40.552768,-80.03227
"211",211,102440,2000,"CLd15 Wine Tasting & Auction","9/17/2013 0:00",NA,NA,NA,NA,NA,NA,"15681-8951",2001,11,15401,39.89822,-79.7311
"212",212,3028100,50,"CLd13 Annual Fund","12/28/2016 0:00",NA,"poS","poS",NA,NA,NA,"15239-3911",2016,12,15143,40.561091,-80.15554
"213",213,3961702,50,"CLd14 Annual Fund","6/1/2012 0:00",NA,NA,NA,NA,NA,NA,"15210-4158",2006,11,15367,40.261394,-80.05254
"214",214,117529,100,"CLd05 Annual Fund","11/29/2011 0:00","clS","clS","ptT",NA,NA,NA,"15202",2000,12,15301,40.170663,-80.25185
"215",215,290176,30,"CLd97 Annual Fund","9/18/2007 0:00","bwS",NA,NA,NA,NA,NA,"30033-5305",2016,7,15214,40.479469,-80.0115
"216",216,3088073,25,"CLd15 Wine Tasting & Auction","4/18/2008 0:00",NA,NA,NA,NA,NA,NA,"15222-3504",1998,9,16029,40.877703,-79.84392
"217",217,225813,25,"CLd15 Wine Tasting & Auction","7/27/2003 0:00","clS",NA,NA,NA,NA,NA,"15146-2313",2012,3,15024,40.569723,-79.83242
"218",218,153035,250,"CLd08 Annual Fund","9/22/2015 0:00","clS",NA,NA,NA,NA,NA,"15037-1619",2014,6,15668,40.451664,-79.67948
"219",219,3002427,50,"CLd05 Annual Fund","7/26/2016 0:00",NA,NA,NA,NA,NA,NA,"15068",2013,12,15301,40.170663,-80.25185
"220",220,3092910,500,"CLd02 Annual Fund","11/7/2008 0:00","clS",NA,NA,NA,NA,NA,"15237-1637",2014,8,15216,40.400319,-80.03566
"221",221,19476,50,"CLd12 Wine Tasting & Auction","11/4/2013 0:00","clS",NA,NA,NA,NA,NA,"16201-1742",2015,7,15209,40.492618,-79.97458
"222",222,390332,300,"CLd16 Annual Fund","10/23/2014 0:00",NA,"clS",NA,NA,NA,NA,"15211-1708",2005,1,15090,40.617016,-80.05916
"223",223,3708702,100,"CLd16 Annual Fund","3/1/2016 0:00","opT","btS",NA,NA,NA,NA,"15101-1563",2016,8,15239,40.482655,-79.74278
"224",224,131085,50,"CLd11 Annual Fund","11/30/2015 0:00",NA,NA,NA,NA,NA,NA,"15241-2860",2016,2,15229,40.518368,-80.03364
"225",225,103147,100,"CLd99 Annual Fund","10/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15208-2525",2016,9,15206,40.468968,-79.91863
"226",226,425855,25,"CLd04 Annual Fund","5/13/1998 0:00","poS",NA,NA,NA,NA,NA,"16001-6129",2014,9,15090,40.617016,-80.05916
"227",227,4005505,35,"CLd15 Annual Fund","8/22/2016 0:00","ptT","clS",NA,NA,NA,NA,"15759-4516",2004,7,29928,32.159476,-80.75144
"228",228,3300538,26.25,"CLd14 Annual Fund","9/28/2005 0:00",NA,NA,NA,NA,"ptT",NA,"15237-5714",2010,1,15237,40.552768,-80.03227
"229",229,3632571,100,"CLd11 Annual Fund","1/17/2017 0:00",NA,NA,NA,NA,NA,NA,"15234-1024",2006,11,15205,40.436618,-80.07289
"230",230,3198501,25,"CLd03 Annual Fund","8/29/2011 0:00",NA,NA,NA,NA,NA,NA,"15003-2348",1997,7,15243,40.372669,-80.0712
"231",231,329153,100,"CLd13 Annual Fund","11/14/2016 0:00",NA,NA,NA,NA,NA,NA,"16335-1321",2016,6,15238,40.518701,-79.86744
"232",232,3396646,75000,"CLd16 Annual Fund","4/7/2009 0:00","ptS","ptS",NA,NA,NA,NA,"16635-7629",2012,4,16066,40.700423,-80.11374
"233",233,191881,25,"CLd03 Annual Fund","8/19/1998 0:00","btS","clS",NA,NA,NA,NA,"15228-1351",2010,9,15229,40.518368,-80.03364
"234",234,332935,50,"CLd16 Annual Fund","11/12/2004 0:00","bwS",NA,NA,NA,NA,NA,"15668-1143",2013,1,15223,40.503768,-79.95164
"235",235,184991,50,"CLd16 Annual Fund","8/5/2011 0:00","bwS",NA,NA,NA,NA,NA,"15301-8735",2014,8,15017,40.351802,-80.11534
"236",236,3082856,5000,"CLd10 Annual Fund","12/20/2016 0:00",NA,"ptT",NA,NA,NA,NA,"15243-1801",1995,7,15203,40.426211,-79.97826
"237",237,136118,25,"CLd02 Annual Fund","7/24/2013 0:00",NA,NA,NA,NA,NA,NA,"16046-3049",2006,2,15215,40.497701,-79.9157
"238",238,59464,50,"CLd12 Annual Fund","7/31/2016 0:00",NA,NA,"ptT",NA,NA,NA,"15237-7613",2017,5,15370,39.892235,-80.17983
"239",239,3264578,180,"CLd09 Special Projects","7/27/2016 0:00","clS",NA,NA,NA,"opT",NA,"16201-1948",2010,2,15801,41.125563,-78.74648
"240",240,3651038,200,"CLd14 Annual Fund","9/20/2007 0:00",NA,NA,NA,NA,NA,NA,"15143-1176",2013,9,15236,40.342869,-79.97929
"241",241,3185572,25,"CLd14 Annual Fund","4/10/2014 0:00","clS",NA,NA,NA,NA,NA,"15206",2014,7,26505,39.646497,-79.95154
"242",242,327511,10,"CLd11 Annual Fund","9/30/2010 0:00",NA,NA,NA,NA,NA,NA,"15226-2223",2014,9,16066,40.700423,-80.11374
"243",243,3533646,15,"CLd17 Annual Fund","7/7/2016 0:00",NA,NA,NA,NA,NA,NA,"15003-1060",2013,5,15666,40.150143,-79.52492
"244",244,432301,35,"CLd03 Annual Fund","9/30/2013 0:00","bwS",NA,NA,NA,NA,NA,"15767-2658",2016,12,15101,40.570915,-79.96033
"245",245,3160839,25,"CLd16 Annual Fund","5/12/2014 0:00","clS",NA,NA,NA,NA,NA,"15014-1040",2015,11,15139,40.519518,-79.83762
"246",246,3201358,100,"CLd08 Annual Fund","8/16/2011 0:00","ptT",NA,NA,NA,NA,NA,"15239-2051",2016,4,15237,40.552768,-80.03227
"247",247,3631803,150,"CLd04 Annual Fund","2/8/2012 0:00",NA,NA,NA,NA,NA,NA,"15222-3845",2014,8,33472,26.53,-80.19
"248",248,3352992,50,"CLd15 Annual Fund","6/23/2016 0:00",NA,NA,NA,NA,NA,NA,"15239-1371",2004,11,15142,40.379549,-80.12451
"249",249,3144844,50,"CLd04 Annual Fund","10/18/2013 0:00","opT",NA,NA,NA,NA,NA,"15642-1648",2015,3,15238,40.518701,-79.86744
"250",250,3140843,150,"CLd14 Annual Fund","7/20/2015 0:00",NA,NA,NA,NA,NA,NA,"15209-1117",2004,2,8648,NA,NA
"251",251,315836,20,"CLd05 Annual Fund","12/31/2015 0:00","clS",NA,NA,NA,NA,NA,"15217-1140",2016,9,15237,40.552768,-80.03227
"252",252,141683,61,"CLd16 Annual Fund","6/21/2012 0:00",NA,NA,NA,NA,NA,NA,"15212-5605",2003,2,15217,40.430919,-79.92569
"253",253,3298999,50,"CLd15 Annual Fund","11/14/2016 0:00",NA,"clS",NA,NA,NA,NA,"15241-3934",2016,6,15212,40.460669,-80.01144
"254",254,3348845,50,"CLd15 Annual Fund","7/27/2011 0:00","clS","btS",NA,NA,NA,NA,"15417-9235",2014,11,82601,42.896822,-106.29799
"255",255,3306627,250,"CLd07 Annual Fund","3/11/2014 0:00","bwS",NA,NA,NA,NA,NA,"15143-9102",2015,10,15214,40.479469,-80.0115
"256",256,3102642,50,"CLd16 Annual Fund","9/7/2012 0:00",NA,NA,NA,NA,NA,NA,"32765-6402",2016,4,16148,41.232543,-80.45797
"257",257,82442,25,"CLd10 Annual Fund","10/22/1999 0:00","clS",NA,NA,NA,NA,NA,"15129-7401",2014,10,15227,40.377869,-79.97516
"258",258,326877,50,"CLd13 Annual Fund","12/7/2007 0:00",NA,NA,NA,NA,NA,NA,"15601-5241",2016,4,16066,40.700423,-80.11374
"259",259,3004501,100,"CLd14 Annual Fund","4/15/2016 0:00","ptT",NA,NA,NA,NA,NA,"15642-2962",2016,3,16001,40.877664,-79.9113
"260",260,295367,125,"CLd07 Annual Fund - Turnbacks","5/31/2016 0:00","clS",NA,NA,NA,NA,NA,"15143-1921",2005,12,15241,40.329619,-80.07364
"261",261,47505,25,"CLd06 Annual Fund","3/9/2004 0:00",NA,NA,NA,NA,NA,NA,"15237-4555",2015,7,15601,40.298765,-79.54126
"262",262,3307770,100,"CLd11 Annual Fund","11/8/2011 0:00","clS",NA,NA,NA,NA,NA,"15213-3646",2009,9,15116,40.533806,-79.96303
"263",263,150606,61.1,"CLd02 Annual Fund","8/13/2014 0:00",NA,"clS",NA,NA,NA,NA,"15301-9408",2015,8,43201,39.990764,-83.00117
"264",264,300812,25,"CLd16 Annual Fund","8/9/2009 0:00",NA,"clS",NA,NA,NA,NA,"15342-1213",2007,4,15317,40.26819,-80.16222
"265",265,109385,100,"CLd11 Annual Fund","6/27/2016 0:00",NA,NA,NA,NA,NA,NA,"16201-5432",2015,10,15060,40.368154,-80.2924
"266",266,3382597,50,"CLd16 Annual Fund","9/19/2011 0:00","ptS",NA,NA,NA,NA,NA,"15001-4727",2013,5,15136,40.471618,-80.07695
"267",267,3461492,25,"CLd12 Taste for Talent","1/9/2007 0:00","clS",NA,"ptS",NA,NA,NA,"15090-7566",2001,3,15217,40.430919,-79.92569
"268",268,79346,50,"CLd04 Academy Fund","1/28/2016 0:00","clS",NA,NA,NA,NA,NA,"85374-5620",2009,1,15243,40.372669,-80.0712
"269",269,3881255,10,"CLd06 Academy Fund","4/10/2013 0:00",NA,NA,NA,NA,NA,NA,"15106-3406",2014,10,16648,40.439272,-78.37421
"270",270,292272,50,"CLd04 Annual Fund","3/8/2001 0:00",NA,NA,NA,NA,NA,NA,"26155-2340",2000,8,15021,40.383884,-80.41364
"271",271,159971,100,"CLd15 Annual Fund","6/3/2016 0:00","bwS",NA,NA,NA,NA,NA,"15216-2161",2005,12,26062,40.412067,-80.57542
"272",272,2595,100,"CLd10 Annual Fund","10/25/2013 0:00",NA,NA,NA,NA,NA,NA,"15236-1508",2016,9,15317,40.26819,-80.16222
"273",273,3027098,10,"CLd15 Annual Fund","12/23/2015 0:00",NA,NA,NA,NA,NA,NA,"15044-7748",2015,4,15221,40.438035,-79.87191
"274",274,102902,1000,"CLd08 Annual Fund","10/22/2008 0:00","clS",NA,NA,NA,"ptT",NA,"15237-1079",2014,2,15237,40.552768,-80.03227
"275",275,3292404,100,"CLd15 Annual Fund","8/6/2014 0:00",NA,NA,"btS",NA,NA,NA,"15222",2013,6,15232,40.454018,-79.9325
"276",276,3135772,50,"CLd14 Annual Fund","11/3/2014 0:00","btS",NA,NA,NA,NA,NA,"15133-2507",2014,8,15090,40.617016,-80.05916
"277",277,3455532,35,"CLd16 Annual Fund","1/6/2014 0:00","clS",NA,NA,NA,NA,NA,"15668-1756",2010,10,15222,40.447036,-79.99313
"278",278,3379773,125,"CLd14 Annual Fund","7/15/2004 0:00",NA,NA,NA,NA,NA,NA,"15215-1567",2014,4,15090,40.617016,-80.05916
"279",279,3042695,25,"CLd16 Annual Fund","4/25/2006 0:00",NA,NA,NA,NA,NA,NA,"15007-0331",2015,6,15217,40.430919,-79.92569
"280",280,3135637,60,"CLd12 Annual Fund","11/8/2000 0:00",NA,"clS",NA,NA,NA,NA,"15317-2357",2010,4,15828,41.34149,-79.13567
"281",281,3178758,50,"CLd13 Annual Fund","8/31/2010 0:00","ptT",NA,NA,NA,NA,NA,"15143-8559",2014,11,15227,40.377869,-79.97516
"282",282,3034742,350,"CLd16 Cerveris Cabaret Event","6/30/2016 0:00","opT",NA,"ptS",NA,NA,NA,"16002-0463",2013,11,15222,40.447036,-79.99313
"283",283,3710712,500,"CLd11 Wine Tasting & Auction","8/27/2014 0:00",NA,NA,NA,NA,NA,NA,"15126-8204",2007,3,15228,40.372802,-80.0448
"284",284,161904,10,"CLd15 Annual Fund","6/29/2015 0:00",NA,NA,NA,NA,NA,NA,"15204-2330",2014,9,15238,40.518701,-79.86744
"285",285,211360,72,"CLd12 Annual Fund","6/21/2011 0:00",NA,"clS",NA,NA,NA,"ptT","15825-3753",2000,5,15232,40.454018,-79.9325
"286",286,3145546,100,"CLd15 Annual Fund","2/25/2010 0:00",NA,NA,NA,NA,NA,NA,"15237-1307",2015,4,15237,40.552768,-80.03227
"287",287,3349452,25,"CLd17 Annual Fund","7/27/2010 0:00","bwS",NA,NA,NA,NA,NA,"15101-1100",2016,9,15044,40.631011,-79.95766
"288",288,3835698,25.5,"CLd14 Annual Fund","9/24/2012 0:00",NA,NA,NA,NA,NA,NA,"15241-1744",2001,11,15222,40.447036,-79.99313
"289",289,3923585,15,"CLd05 Annual Fund","6/5/2007 0:00","bwS",NA,NA,NA,NA,NA,"15601-1942",2014,2,15241,40.329619,-80.07364
"290",290,3136943,50,"CLd12 Annual Fund","11/28/2012 0:00",NA,"clS",NA,NA,NA,NA,"15232-2422",2009,8,15063,40.196694,-79.92642
"291",291,3040537,5,"CLd06 Annual Fund","11/10/2015 0:00",NA,NA,NA,NA,NA,NA,"15222-3504",2015,4,16066,40.700423,-80.11374
"292",292,157917,250,"CLd08 Annual Fund","3/20/2013 0:00",NA,NA,NA,NA,NA,NA,"15222",2003,9,15401,39.89822,-79.7311
"293",293,3026217,25,"CLd99 Annual Fund","4/14/2015 0:00","bwS",NA,NA,NA,NA,NA,"15101-3431",2001,10,15101,40.570915,-79.96033
"294",294,3220217,250,"CLd12 Annual Fund","12/3/1998 0:00",NA,"btS",NA,NA,NA,NA,"15090-7626",2013,10,34293,27.055013,-82.3973
"295",295,187135,500,"CLd12 Annual Fund","10/8/1996 0:00",NA,NA,NA,NA,NA,NA,"15211-1217",2016,4,15222,40.447036,-79.99313
"296",296,3041069,35,"CLd15 Annual Fund","12/1/2015 0:00","clS",NA,NA,"opT",NA,NA,"08648-2909",2006,8,16415,42.035523,-80.23526
"297",297,3595745,50,"CLd16 Annual Fund","7/8/2016 0:00",NA,"opT",NA,"ptS",NA,NA,"15143-8611",2007,11,26330,39.296499,-80.24199
"298",298,206075,100,"CLd16 Annual Fund","8/14/2014 0:00",NA,NA,NA,NA,NA,NA,"26330-9644",2002,11,15234,40.369619,-80.01831
"299",299,3838023,25,"CLd04 Annual Fund","3/4/2014 0:00",NA,NA,NA,NA,NA,NA,"16059-2702",2005,11,15235,40.459518,-79.83277
"300",300,3092835,27,"CLd16 Annual Fund","10/21/2016 0:00",NA,"poS",NA,NA,NA,NA,"15301-6618",2016,12,15147,40.498218,-79.83426
"301",301,3051679,40,"CLd15 Annual Fund","12/10/2007 0:00",NA,NA,NA,NA,NA,NA,"16066-6555",2015,9,15904,40.289442,-78.86612
"302",302,3247751,115,"CLd17 Annual Fund","9/30/2008 0:00","ptT","clS",NA,NA,NA,NA,"15216-2015",2010,12,15211,40.428369,-80.01269
"303",303,3134364,50,"CLd12 Annual Fund","3/15/2016 0:00","bwS",NA,NA,NA,NA,NA,"15317-3149",2016,9,26505,39.646497,-79.95154
"304",304,390332,90,"CLd16 Annual Fund","4/4/2013 0:00",NA,NA,NA,NA,NA,NA,"15701-2258",2014,12,15206,40.468968,-79.91863
"305",305,3264495,100,"CLd09 Annual Fund","6/16/2015 0:00","clS",NA,NA,NA,NA,NA,"15501-8861",2014,6,15241,40.329619,-80.07364
"306",306,3086034,400,"CLd06 Annual Fund","5/22/2014 0:00","ptS","poS",NA,NA,NA,NA,"15116-1725",2015,12,15601,40.298765,-79.54126
"307",307,635529,10000,"CLd10 Annual Fund","8/7/2014 0:00","opT",NA,NA,NA,NA,NA,"15243-1153",2003,7,16059,40.702289,-79.93733
"308",308,3240856,25,"CLd06 Annual Fund","1/25/2011 0:00",NA,NA,NA,NA,NA,NA,"15237-1445",2016,12,15239,40.482655,-79.74278
"309",309,8984,25,"CLd03 Annual Fund","11/21/2001 0:00","clS",NA,NA,NA,NA,NA,"15627-1032",2011,11,15202,40.502918,-80.0704
"310",310,251004,100,"CLd17 Annual Fund","5/26/2004 0:00","clS",NA,"btS",NA,NA,NA,"15241-2572",2013,6,15147,40.498218,-79.83426
"311",311,219066,50,"CLd14 Taste for Talent","10/19/2011 0:00","clS",NA,NA,NA,NA,NA,"16066-4078",1999,3,15221,40.438035,-79.87191
"312",312,78425,25,"CLd13 Annual Fund","4/23/1999 0:00",NA,NA,NA,NA,NA,NA,"15232-1806",2014,2,15108,40.500665,-80.18464
"313",313,3853621,25,"CLd00 Annual Fund","11/20/2014 0:00",NA,NA,NA,NA,NA,NA,"15221-3352",2016,11,15143,40.561091,-80.15554
"314",314,3337598,250,"CLd14 Wine Tasting & Auction","12/3/2013 0:00",NA,NA,NA,NA,NA,NA,"15106-2048",2004,6,15241,40.329619,-80.07364
"315",315,3835872,150,"CLd14 Annual Fund","7/31/2016 0:00",NA,NA,"btS",NA,NA,NA,"15241-2227",2015,2,15044,40.631011,-79.95766
"316",316,260723,50,"CLd15 Annual Fund","9/26/2013 0:00","clS",NA,NA,NA,NA,NA,"15218-1213",2013,11,15317,40.26819,-80.16222
"317",317,3036195,250,"CLd03 Annual Fund","6/3/2016 0:00","bwS",NA,NA,NA,NA,NA,"15203-1536",2001,11,15241,40.329619,-80.07364
"318",318,533056,30,"CLd01 Annual Fund","3/11/2015 0:00",NA,NA,NA,NA,NA,NA,"15143-9172",2013,3,15239,40.482655,-79.74278
"319",319,394581,25,"CLd15 Annual Fund","9/30/2014 0:00","bwS",NA,NA,NA,NA,NA,"15601-4610",2015,12,15033,40.176375,-79.86138
"320",320,3003545,35,"CLd10 Annual Fund","9/30/2012 0:00",NA,NA,NA,NA,NA,NA,"15145-1541",2003,12,15234,40.369619,-80.01831
"321",321,1202,10,"CLd15 Annual Fund","4/25/2014 0:00",NA,NA,NA,NA,NA,NA,"16066-4078",2011,7,15601,40.298765,-79.54126
"322",322,3036111,20,"CLd99 Annual Fund","7/19/2013 0:00","bwS",NA,NA,NA,NA,NA,"15219-1400",2009,8,15221,40.438035,-79.87191
"323",323,3160352,25,"CLd08 Annual Fund","6/8/2016 0:00",NA,NA,NA,NA,NA,NA,"15233-1747",2013,8,15317,40.26819,-80.16222
"324",324,3032101,100,"CLd12 Annual Fund","12/3/2016 0:00",NA,NA,NA,"opT",NA,NA,"15222",2011,6,15317,40.26819,-80.16222
"325",325,3518881,50,"CLd04 Annual Fund","1/22/2015 0:00","clS",NA,NA,NA,NA,NA,"16063-0099",2016,4,15243,40.372669,-80.0712
"326",326,3016863,40,"CLd16 Annual Fund","7/25/2016 0:00","clS",NA,NA,NA,NA,NA,"15208-2832",2016,2,15060,40.368154,-80.2924
"327",327,242633,115,"CLd10 Annual Fund","7/17/2012 0:00",NA,NA,NA,NA,NA,NA,"15212-5226",2012,6,15218,40.424336,-79.88725
"328",328,3793115,25,"CLd14 Annual Fund","4/10/2006 0:00","bwS",NA,"btS",NA,NA,NA,"15101-3309",2011,5,34112,26.121546,-81.75251
"329",329,3424637,35,"CLd09 Annual Fund","12/31/2013 0:00",NA,NA,NA,NA,NA,NA,"15317-2257",2015,11,15642,40.325902,-79.71324
"330",330,635529,35,"CLd12 Annual Fund","6/19/2014 0:00","bwS",NA,NA,NA,NA,NA,"02151-4150",2016,10,15650,40.299646,-79.38845
"331",331,3391515,180.5,"CLd16 Annual Fund","9/17/2013 0:00","ptS",NA,NA,NA,NA,NA,"15222-3504",2006,2,15005,40.641066,-80.20599
"332",332,3541048,300,"CLd12 Annual Fund","10/30/2012 0:00",NA,NA,"ptS",NA,NA,NA,"15234-2913",2016,9,15243,40.372669,-80.0712
"333",333,206405,1.5,"CLd17 Annual Fund","7/21/2009 0:00",NA,"ptS",NA,NA,NA,NA,"15146-4401",2007,10,15102,40.324535,-80.03864
"334",334,846,300,"CLd10 Annual Fund","2/12/2016 0:00","clS",NA,NA,"ptS",NA,NA,"15120-2923",2003,3,16148,41.232543,-80.45797
"335",335,3891684,800,"CLd16 Annual Fund","6/2/1997 0:00","ptS",NA,NA,NA,NA,NA,"15241-1744",2009,1,15238,40.518701,-79.86744
"336",336,95896,100,"CLd14 Wine Tasting & Auction","10/29/2015 0:00",NA,"clS",NA,"ptT",NA,NA,"15024-4112",2012,7,15301,40.170663,-80.25185
"337",337,293975,25,"CLd16 Annual Fund","11/3/2014 0:00","clS",NA,NA,NA,NA,NA,"15241-3455",2015,7,15241,40.329619,-80.07364
"338",338,3828582,100,"CLd06 Academy Fund","12/6/2012 0:00",NA,NA,NA,NA,NA,NA,"15211-1217",2003,3,15221,40.438035,-79.87191
"339",339,576620,50,"CLd16 Annual Fund","6/21/2011 0:00",NA,NA,NA,NA,NA,NA,"15222",2007,10,15022,40.136537,-79.91321
"340",340,3000908,50,"CLd07 Annual Fund","8/15/2013 0:00",NA,NA,NA,NA,NA,NA,"15222-3504",2016,9,15228,40.372802,-80.0448
"341",341,3196341,325,"CLd10 Annual Fund","9/12/2006 0:00","ptT","clS",NA,NA,NA,NA,"15102-2816",2015,3,15237,40.552768,-80.03227
"342",342,3346969,43,"CLd13 Annual Fund","3/19/2015 0:00","ptS",NA,"btS",NA,NA,NA,"43953-3636",2014,8,16046,40.695658,-80.03359
"343",343,3014092,100,"CLd16 Annual Fund","6/30/2016 0:00",NA,NA,NA,NA,NA,NA,"15108-4643",2001,11,16066,40.700423,-80.11374
"344",344,3605888,100,"CLd14 Taste for Talent","2/10/2014 0:00",NA,NA,NA,NA,NA,NA,"15108-9473",2007,10,15129,40.289752,-80.00756
"345",345,3160352,100,"CLd07 Amici Opening","5/26/2015 0:00",NA,"clS",NA,NA,NA,NA,"15243-1019",2015,5,15010,40.763899,-80.33572
"346",346,3634078,25,"CLd07 Annual Fund - Turnbacks","4/14/2011 0:00","bwS",NA,NA,NA,NA,NA,"15212-3616",2012,9,34201,27.400627,-82.47104
"347",347,318859,20,"CLd99 Annual Fund","9/13/2005 0:00",NA,NA,NA,NA,NA,NA,"15143-1326",2015,2,15658,40.247351,-79.22882
